# File: A44.share_serv_fuel.csv
# Title: Shares of residential and commercial TFE by region
# Units: Unitless
# Column types: ccccn 
# ----------
region_GCAM3,sector,fuel,service,share_TFEbysector
Africa,bld_comm,hydrogen,comm heating,0
Africa,bld_resid,hydrogen,comm others,0
Africa,bld_resid,hydrogen,comm heating,0
Middle East,bld_comm,hydrogen,comm others,0
Middle East,bld_comm,hydrogen,comm heating,0
Middle East,bld_resid,hydrogen,comm others,0
Middle East,bld_resid,hydrogen,comm heating,0
Latin America,bld_comm,hydrogen,comm others,0
Latin America,bld_comm,hydrogen,comm heating,0
Latin America,bld_resid,hydrogen,comm others,0
Latin America,bld_resid,hydrogen,comm heating,0
Former Soviet Union,bld_comm,hydrogen,comm others,0
Former Soviet Union,bld_comm,hydrogen,comm heating,0
Former Soviet Union,bld_resid,hydrogen,comm others,0
Former Soviet Union,bld_resid,hydrogen,comm heating,0
China,bld_comm,hydrogen,comm others,0
China,bld_comm,hydrogen,comm heating,0
China,bld_resid,hydrogen,comm others,0
China,bld_resid,hydrogen,comm heating,0
Eastern Europe,bld_comm,hydrogen,comm others,0
Eastern Europe,bld_comm,hydrogen,comm heating,0
Eastern Europe,bld_resid,hydrogen,comm others,0
Eastern Europe,bld_resid,hydrogen,comm heating,0
